,precision,recall,f1-score,support
dbservice1,0.0,0.0,0.0,16.0
dbservice2,0.13559322033898305,0.8421052631578947,0.23357664233576642,19.0
logservice1,0.0,0.0,0.0,13.0
logservice2,0.0,0.0,0.0,12.0
mobservice1,0.8753071253071253,0.9117082533589251,0.8931369476653087,1563.0
mobservice2,0.9138983050847458,0.8641025641025641,0.8883031301482702,1560.0
redisservice1,0.0,0.0,0.0,12.0
redisservice2,0.0,0.0,0.0,11.0
webservice1,0.0,0.0,0.0,18.0
webservice2,0.7142857142857143,0.29411764705882354,0.4166666666666667,17.0
accuracy,0.8620796050601666,0.8620796050601666,0.8620796050601666,0.8620796050601666
macro avg,0.26390843650165685,0.29120337276782077,0.2431683386816012,3241.0
weighted avg,0.8665552363827641,0.8620796050601666,0.8618473377876865,3241.0
