,precision,recall,f1-score,support
dbservice1,0.3333333333333333,0.0625,0.10526315789473684,16.0
dbservice2,0.058823529411764705,0.05263157894736842,0.05555555555555555,19.0
logservice1,0.0,0.0,0.0,13.0
logservice2,0.1,0.08333333333333333,0.0909090909090909,12.0
mobservice1,0.9434239529757531,0.8214971209213052,0.8782489740082079,1563.0
mobservice2,0.8449525934188511,0.9711538461538461,0.9036683566954966,1560.0
redisservice1,0.0,0.0,0.0,12.0
redisservice2,0.0,0.0,0.0,11.0
webservice1,0.18181818181818182,0.1111111111111111,0.13793103448275862,18.0
webservice2,0.16666666666666666,0.29411764705882354,0.21276595744680848,17.0
accuracy,0.8667078062326442,0.8667078062326442,0.8667078062326442,0.8667078062326442
macro avg,0.262901825762455,0.23963446375257877,0.23843421269926549,3241.0
weighted avg,0.8659224699884996,0.8667078062326442,0.861572427611808,3241.0
