,precision,recall,f1-score,support
dbservice1,0.2,0.0625,0.09523809523809523,16.0
dbservice2,0.05555555555555555,0.05263157894736842,0.05405405405405406,19.0
logservice1,0.0,0.0,0.0,13.0
logservice2,0.0,0.0,0.0,12.0
mobservice1,0.9170836311651179,0.8208573256557902,0.8663065496286293,1563.0
mobservice2,0.8436627582356225,0.9685897435897436,0.9018203521336915,1560.0
redisservice1,0.0,0.0,0.0,12.0
redisservice2,0.0,0.0,0.0,11.0
webservice1,0.25,0.1111111111111111,0.15384615384615383,18.0
webservice2,0.0,0.0,0.0,17.0
accuracy,0.863313792039494,0.863313792039494,0.863313792039494,0.863313792039494
macro avg,0.22663019449562957,0.2015689759304013,0.2071265204900624,3241.0
weighted avg,0.8510555920747319,0.863313792039494,0.8535010656335001,3241.0
