,precision,recall,f1-score,support
dbservice1,0.2,0.0625,0.09523809523809523,16.0
dbservice2,0.14285714285714285,0.10526315789473684,0.12121212121212122,19.0
logservice1,0.0,0.0,0.0,13.0
logservice2,0.0,0.0,0.0,12.0
mobservice1,0.791942886282509,0.9936020473448497,0.8813847900113507,1563.0
mobservice2,0.9878246753246753,0.7801282051282051,0.8717765042979942,1560.0
redisservice1,0.0,0.0,0.0,12.0
redisservice2,0.0,0.0,0.0,11.0
webservice1,0.2857142857142857,0.1111111111111111,0.16,18.0
webservice2,0.0,0.0,0.0,17.0
accuracy,0.8562172169083616,0.8562172169083616,0.8562172169083616,0.8562172169083616
macro avg,0.24083389901786129,0.2052604521478903,0.21296115107595615,3241.0
weighted avg,0.8608054204329522,0.8562172169083616,0.8467394672383375,3241.0
