,precision,recall,f1-score,support
dbservice1,0.11764705882352941,0.125,0.12121212121212122,16.0
dbservice2,0.058823529411764705,0.05263157894736842,0.05555555555555555,19.0
logservice1,0.07142857142857142,0.07692307692307693,0.07407407407407408,13.0
logservice2,0.0,0.0,0.0,12.0
mobservice1,0.9157608695652174,0.8624440179142674,0.8883031301482702,1563.0
mobservice2,0.8759975445058318,0.9147435897435897,0.8949513954217623,1560.0
redisservice1,0.15,0.25,0.18749999999999997,12.0
redisservice2,0.0,0.0,0.0,11.0
webservice1,0.3333333333333333,0.2222222222222222,0.26666666666666666,18.0
webservice2,0.2,0.4117647058823529,0.2692307692307692,17.0
accuracy,0.8617710583153347,0.8617710583153347,0.8617710583153347,0.8617710583153347
macro avg,0.27229909070682484,0.29157291916328776,0.2757493712309219,3241.0
weighted avg,0.8679478494255181,0.8617710583153347,0.8639700107419102,3241.0
