,precision,recall,f1-score,support
dbservice1,0.07692307692307693,0.028985507246376812,0.042105263157894736,69.0
dbservice2,0.0,0.0,0.0,87.0
logservice1,0.0,0.0,0.0,55.0
logservice2,0.0,0.0,0.0,51.0
mobservice1,0.7848274149490936,0.9539692121943858,0.8611716621253406,6626.0
mobservice2,0.9559698532328441,0.7262317312038572,0.8254131346861889,6637.0
redisservice1,0.059574468085106386,0.2978723404255319,0.09929078014184398,47.0
redisservice2,0.10112359550561797,0.1875,0.13138686131386862,48.0
webservice1,0.08394160583941605,0.2948717948717949,0.13068181818181818,78.0
webservice2,0.05263157894736842,0.013157894736842105,0.021052631578947368,76.0
accuracy,0.8124001742413243,0.8124001742413243,0.8124001742413243,0.8124001742413243
macro avg,0.21149915934825234,0.25025884806787885,0.21111021511859024,13774.0
weighted avg,0.8398829270732188,0.8124001742413243,0.8138566929824708,13774.0
