,precision,recall,f1-score,support
dbservice1,0.2,0.25,0.22222222222222224,16.0
dbservice2,0.13636363636363635,0.3157894736842105,0.19047619047619047,19.0
logservice1,0.0,0.0,0.0,13.0
logservice2,0.0,0.0,0.0,12.0
mobservice1,0.8361391694725028,0.9532949456174025,0.890881913303438,1563.0
mobservice2,0.9486224869694714,0.8166666666666667,0.8777127109886325,1560.0
redisservice1,0.0,0.0,0.0,12.0
redisservice2,0.0,0.0,0.0,11.0
webservice1,0.125,0.1111111111111111,0.11764705882352941,18.0
webservice2,0.125,0.058823529411764705,0.07999999999999999,17.0
accuracy,0.8568343103980253,0.8568343103980253,0.8568343103980253,0.8568343103980253
macro avg,0.23711252928056106,0.25056857264911553,0.23789400958140128,3241.0
weighted avg,0.8629751652726957,0.8568343103980253,0.8553941715115603,3241.0
