,precision,recall,f1-score,support
dbservice1,1.0,0.0625,0.11764705882352941,16.0
dbservice2,0.12,0.15789473684210525,0.13636363636363635,19.0
logservice1,0.0,0.0,0.0,13.0
logservice2,0.0,0.0,0.0,12.0
mobservice1,0.8330464716006885,0.9289827255278311,0.8784029038112523,1563.0
mobservice2,0.9163787145818936,0.85,0.8819421350182907,1560.0
redisservice1,0.0,0.0,0.0,12.0
redisservice2,0.0,0.0,0.0,11.0
webservice1,0.21428571428571427,0.16666666666666666,0.1875,18.0
webservice2,0.6,0.17647058823529413,0.2727272727272727,17.0
accuracy,0.8602283245911756,0.8602283245911756,0.8602283245911756,0.8602283245911756
macro avg,0.36837109004682966,0.2342514717271897,0.24745830067439814,3241.0
weighted avg,0.8528045580736726,0.8602283245911756,0.8519771968386208,3241.0
